-4.844056	-37.244639	0
-4.948298	-37.579729	0
-5.297483	-37.783841	0
-5.566473	-37.994375	0
-5.889478	-38.127251	0
-6.074400	-38.379525	0
-6.359269	-38.565887	0
-6.525384	-38.106376	0
-6.260407	-37.767526	0
-6.051062	-37.174484	0
-6.435015	-37.391777	0
-6.708747	-37.479885	0
-6.784096	-36.954628	0
-6.985638	-36.712956	0
-6.634601	-36.455921	0
-6.364465	-36.499115	0
-6.291755	-36.293434	0
-6.441724	-36.248558	0
-6.489192	-35.838843	0
-6.496623	-35.403782	0
-6.491814	-34.972631	0
-6.112441	-35.10331	0
-5.776769	-35.186169	0
-5.505629	-35.253203	0
-5.25813	-35.386101	0
-5.118121	-35.637297	0
-5.047449	-35.956405	0
-5.091802	-36.122136	0
-5.091134	-36.319214	0
-5.084154	-36.554655	0
-5.04686	-36.776643	0
-4.919339	-36.958589	0
-4.939048	-37.149608	0

